Entity,Code,Day,total_vaccinations_per_hundred
Hungary,HUN,2020-12-30,0.04
Hungary,HUN,2020-12-31,0.05
Hungary,HUN,2021-01-03,0.12
Hungary,HUN,2021-01-04,0.16
Hungary,HUN,2021-01-05,0.22
Hungary,HUN,2021-01-06,0.33
Hungary,HUN,2021-01-07,0.44
Hungary,HUN,2021-01-10,0.73
Hungary,HUN,2021-01-11,0.81
Hungary,HUN,2021-01-12,0.9
Hungary,HUN,2021-01-13,0.99
Hungary,HUN,2021-01-14,1.09
Hungary,HUN,2021-01-15,1.17
Hungary,HUN,2021-01-16,1.24
Hungary,HUN,2021-01-17,1.28
Hungary,HUN,2021-01-18,1.36
Hungary,HUN,2021-01-19,1.38
Hungary,HUN,2021-01-20,1.43
Hungary,HUN,2021-01-21,1.5
Hungary,HUN,2021-01-22,1.55
Hungary,HUN,2021-01-23,1.59
Hungary,HUN,2021-01-24,1.62
Hungary,HUN,2021-01-25,1.68
Hungary,HUN,2021-01-26,1.76
Hungary,HUN,2021-01-27,1.94
Hungary,HUN,2021-01-28,2.2
Hungary,HUN,2021-01-29,2.57
Hungary,HUN,2021-01-30,2.89
Hungary,HUN,2021-01-31,3.1
Hungary,HUN,2021-02-01,3.23
Hungary,HUN,2021-02-02,3.34
Hungary,HUN,2021-02-03,3.46
Hungary,HUN,2021-02-04,3.7
Hungary,HUN,2021-02-05,3.94
Hungary,HUN,2021-02-06,4.05
Hungary,HUN,2021-02-07,4.11
Hungary,HUN,2021-02-08,4.16
Hungary,HUN,2021-02-09,4.2
Hungary,HUN,2021-02-10,4.26
Hungary,HUN,2021-02-11,4.46
Hungary,HUN,2021-02-12,4.71
Hungary,HUN,2021-02-13,4.8
Hungary,HUN,2021-02-14,4.82
Hungary,HUN,2021-02-15,4.9
Hungary,HUN,2021-02-16,5.01
Hungary,HUN,2021-02-17,5.24
Hungary,HUN,2021-02-18,5.63
Hungary,HUN,2021-02-19,6.21
Hungary,HUN,2021-02-20,6.59
Hungary,HUN,2021-02-21,6.77
Hungary,HUN,2021-02-22,6.86
Hungary,HUN,2021-02-23,7.04
Hungary,HUN,2021-02-24,7.44
Hungary,HUN,2021-02-25,7.89
Hungary,HUN,2021-02-26,8.36
Hungary,HUN,2021-02-27,9.6
Hungary,HUN,2021-02-28,9.7
Hungary,HUN,2021-03-01,10.09
Hungary,HUN,2021-03-02,10.47
Hungary,HUN,2021-03-03,10.9
Hungary,HUN,2021-03-04,11.83
Hungary,HUN,2021-03-05,12.98
Hungary,HUN,2021-03-06,13.34
Hungary,HUN,2021-03-07,13.57
Hungary,HUN,2021-03-08,14.09
Hungary,HUN,2021-03-09,14.76
Hungary,HUN,2021-03-10,15.29
Hungary,HUN,2021-03-11,16.37
Hungary,HUN,2021-03-12,17.29
Hungary,HUN,2021-03-13,17.72
Hungary,HUN,2021-03-14,17.95
Hungary,HUN,2021-03-15,18.08
Hungary,HUN,2021-03-16,18.68
Hungary,HUN,2021-03-17,19.29
Hungary,HUN,2021-03-18,19.9
Hungary,HUN,2021-03-19,20.56
Hungary,HUN,2021-03-20,21.1
Hungary,HUN,2021-03-21,21.42
Hungary,HUN,2021-03-22,21.93
Hungary,HUN,2021-03-23,22.68
Hungary,HUN,2021-03-24,23.52
Hungary,HUN,2021-03-25,24.83
Hungary,HUN,2021-03-26,26.27
Hungary,HUN,2021-03-27,26.81
Hungary,HUN,2021-03-28,27.01
Hungary,HUN,2021-03-30,28.61
Hungary,HUN,2021-03-31,29.53
Hungary,HUN,2021-04-01,31.26
Hungary,HUN,2021-04-02,32.37
Hungary,HUN,2021-04-03,33.31
Hungary,HUN,2021-04-04,33.91
Hungary,HUN,2021-04-05,34.73
Hungary,HUN,2021-04-06,36.67
Hungary,HUN,2021-04-07,38.16
Hungary,HUN,2021-04-08,39.49
Hungary,HUN,2021-04-09,40.71
Hungary,HUN,2021-04-10,41.75
Iceland,ISL,2020-12-30,1.43
Iceland,ISL,2021-01-20,1.82
Iceland,ISL,2021-01-25,4.46
Iceland,ISL,2021-01-27,4.55
Iceland,ISL,2021-02-03,4.97
Iceland,ISL,2021-02-05,5.13
Iceland,ISL,2021-02-08,5.17
Iceland,ISL,2021-02-12,5.75
Iceland,ISL,2021-02-15,5.82
Iceland,ISL,2021-02-16,5.87
Iceland,ISL,2021-02-17,6.32
Iceland,ISL,2021-02-18,7.28
Iceland,ISL,2021-02-19,7.54
Iceland,ISL,2021-02-22,8.14
Iceland,ISL,2021-02-23,8.19
Iceland,ISL,2021-02-25,9.22
Iceland,ISL,2021-02-26,9.42
Iceland,ISL,2021-03-01,9.87
Iceland,ISL,2021-03-02,9.92
Iceland,ISL,2021-03-04,11.49
Iceland,ISL,2021-03-05,11.65
Iceland,ISL,2021-03-08,12.32
Iceland,ISL,2021-03-11,13.5
Iceland,ISL,2021-03-12,13.73
Iceland,ISL,2021-03-15,13.79
Iceland,ISL,2021-03-17,14.74
Iceland,ISL,2021-03-18,15.03
Iceland,ISL,2021-03-19,15.42
Iceland,ISL,2021-03-22,15.54
Iceland,ISL,2021-03-23,16.08
Iceland,ISL,2021-03-24,17
Iceland,ISL,2021-03-25,17.55
Iceland,ISL,2021-03-26,17.69
Iceland,ISL,2021-03-29,19.39
Iceland,ISL,2021-03-31,21.39
Iceland,ISL,2021-04-03,21.86
Iceland,ISL,2021-04-08,23.36
Iceland,ISL,2021-04-09,25.31
India,IND,2021-01-15,0
India,IND,2021-01-16,0.01
India,IND,2021-01-17,0.02
India,IND,2021-01-18,0.03
India,IND,2021-01-19,0.05
India,IND,2021-01-20,0.06
India,IND,2021-01-21,0.08
India,IND,2021-01-22,0.1
India,IND,2021-01-23,0.11
India,IND,2021-01-24,0.12
India,IND,2021-01-25,0.15
India,IND,2021-01-26,0.15
India,IND,2021-01-27,0.17
India,IND,2021-01-28,0.21
India,IND,2021-01-29,0.25
India,IND,2021-01-30,0.27
India,IND,2021-01-31,0.27
India,IND,2021-02-01,0.29
India,IND,2021-02-02,0.3
India,IND,2021-02-03,0.32
India,IND,2021-02-04,0.36
India,IND,2021-02-05,0.39
India,IND,2021-02-06,0.42
India,IND,2021-02-07,0.42
India,IND,2021-02-08,0.45
India,IND,2021-02-09,0.48
India,IND,2021-02-10,0.51
India,IND,2021-02-11,0.54
India,IND,2021-02-12,0.58
India,IND,2021-02-13,0.58
India,IND,2021-02-15,0.62
India,IND,2021-02-16,0.64
India,IND,2021-02-17,0.67
India,IND,2021-02-18,0.71
India,IND,2021-02-19,0.76
India,IND,2021-02-20,0.79
India,IND,2021-02-21,0.8
India,IND,2021-02-22,0.83
India,IND,2021-02-23,0.86
India,IND,2021-02-24,0.9
India,IND,2021-02-25,0.95
India,IND,2021-02-26,1
India,IND,2021-02-27,1.03
India,IND,2021-02-28,1.04
India,IND,2021-03-01,1.08
India,IND,2021-03-02,1.13
India,IND,2021-03-03,1.2
India,IND,2021-03-04,1.3
India,IND,2021-03-05,1.41
India,IND,2021-03-06,1.52
India,IND,2021-03-07,1.52
India,IND,2021-03-08,1.67
India,IND,2021-03-09,1.77
India,IND,2021-03-10,1.86
India,IND,2021-03-11,1.9
India,IND,2021-03-12,2.04
India,IND,2021-03-13,2.15
India,IND,2021-03-14,2.17
India,IND,2021-03-15,2.39
India,IND,2021-03-16,2.54
India,IND,2021-03-17,2.69
India,IND,2021-03-18,2.85
India,IND,2021-03-19,3.05
India,IND,2021-03-20,3.23
India,IND,2021-03-21,3.27
India,IND,2021-03-22,3.51
India,IND,2021-03-23,3.68
India,IND,2021-03-24,3.85
India,IND,2021-03-25,4.02
India,IND,2021-03-26,4.21
India,IND,2021-03-27,4.37
India,IND,2021-03-28,4.39
India,IND,2021-03-29,4.43
India,IND,2021-03-30,4.57
India,IND,2021-03-31,4.72
India,IND,2021-04-01,4.98
India,IND,2021-04-02,5.29
India,IND,2021-04-03,5.51
India,IND,2021-04-04,5.73
India,IND,2021-04-05,6.02
India,IND,2021-04-06,6.31
India,IND,2021-04-07,6.54
India,IND,2021-04-08,6.84
India,IND,2021-04-09,7.11
India,IND,2021-04-10,7.36
Indonesia,IDN,2021-01-12,0
Indonesia,IDN,2021-01-22,0.05
Indonesia,IDN,2021-01-24,0.05
Indonesia,IDN,2021-01-25,0.06
Indonesia,IDN,2021-01-26,0.09
Indonesia,IDN,2021-01-27,0.11
Indonesia,IDN,2021-01-28,0.14
Indonesia,IDN,2021-01-29,0.15
Indonesia,IDN,2021-01-30,0.18
Indonesia,IDN,2021-01-31,0.19
Indonesia,IDN,2021-02-01,0.21
Indonesia,IDN,2021-02-02,0.24
Indonesia,IDN,2021-02-03,0.26
Indonesia,IDN,2021-02-04,0.29
Indonesia,IDN,2021-02-05,0.32
Indonesia,IDN,2021-02-06,0.33
Indonesia,IDN,2021-02-07,0.34
Indonesia,IDN,2021-02-08,0.36
Indonesia,IDN,2021-02-09,0.39
Indonesia,IDN,2021-02-10,0.46
Indonesia,IDN,2021-02-11,0.5
Indonesia,IDN,2021-02-13,0.54
Indonesia,IDN,2021-02-14,0.55
Indonesia,IDN,2021-02-15,0.58
Indonesia,IDN,2021-02-16,0.61
Indonesia,IDN,2021-02-17,0.64
Indonesia,IDN,2021-02-18,0.65
Indonesia,IDN,2021-02-20,0.72
Indonesia,IDN,2021-02-23,0.75
Indonesia,IDN,2021-02-24,0.8
Indonesia,IDN,2021-02-25,0.85
Indonesia,IDN,2021-02-26,0.9
Indonesia,IDN,2021-02-27,0.95
Indonesia,IDN,2021-02-28,0.98
Indonesia,IDN,2021-03-01,1.04
Indonesia,IDN,2021-03-02,1.11
Indonesia,IDN,2021-03-03,1.24
Indonesia,IDN,2021-03-05,1.29
Indonesia,IDN,2021-03-07,1.47
Indonesia,IDN,2021-03-10,1.77
Indonesia,IDN,2021-03-11,1.82
Indonesia,IDN,2021-03-12,1.87
Indonesia,IDN,2021-03-13,1.99
Indonesia,IDN,2021-03-14,2
Indonesia,IDN,2021-03-15,2.1
Indonesia,IDN,2021-03-16,2.26
Indonesia,IDN,2021-03-17,2.41
Indonesia,IDN,2021-03-18,2.48
Indonesia,IDN,2021-03-19,2.69
Indonesia,IDN,2021-03-20,2.86
Indonesia,IDN,2021-03-21,2.88
Indonesia,IDN,2021-03-22,3.01
Indonesia,IDN,2021-03-23,3.41
Indonesia,IDN,2021-03-25,3.56
Indonesia,IDN,2021-03-26,3.81
Indonesia,IDN,2021-03-27,3.81
Indonesia,IDN,2021-03-28,3.94
Indonesia,IDN,2021-03-31,4.27
Indonesia,IDN,2021-04-01,4.47
Indonesia,IDN,2021-04-02,4.49
Indonesia,IDN,2021-04-04,4.62
Indonesia,IDN,2021-04-06,4.92
Indonesia,IDN,2021-04-08,5.14
Indonesia,IDN,2021-04-10,5.51
Iran,IRN,2021-02-08,0
Iran,IRN,2021-02-09,0
Iran,IRN,2021-02-17,0.01
Iran,IRN,2021-03-19,0.15
Iraq,IRQ,2021-03-01,0
Iraq,IRQ,2021-03-29,0.07
Iraq,IRQ,2021-04-04,0.23
Iraq,IRQ,2021-04-05,0.26
Ireland,IRL,2020-12-31,0.04
Ireland,IRL,2021-01-04,0.08
Ireland,IRL,2021-01-07,0.31
Ireland,IRL,2021-01-10,0.81
Ireland,IRL,2021-01-13,1.57
Ireland,IRL,2021-01-17,1.9
Ireland,IRL,2021-01-20,2.47
Ireland,IRL,2021-01-24,2.9
Ireland,IRL,2021-01-27,3.27
Ireland,IRL,2021-01-31,4.05
Ireland,IRL,2021-02-05,4.67
Ireland,IRL,2021-02-07,4.87
Ireland,IRL,2021-02-08,4.93
Ireland,IRL,2021-02-09,5.03
Ireland,IRL,2021-02-10,5.2
Ireland,IRL,2021-02-11,5.29
Ireland,IRL,2021-02-12,5.37
Ireland,IRL,2021-02-13,5.44
Ireland,IRL,2021-02-14,5.51
Ireland,IRL,2021-02-15,5.68
Ireland,IRL,2021-02-16,5.95
Ireland,IRL,2021-02-17,6.3
Ireland,IRL,2021-02-18,6.61
Ireland,IRL,2021-02-19,6.9
Ireland,IRL,2021-02-20,7.09
Ireland,IRL,2021-02-21,7.17
Ireland,IRL,2021-02-22,7.28
Ireland,IRL,2021-02-23,7.56
Ireland,IRL,2021-02-24,7.93
Ireland,IRL,2021-02-25,8.29
Ireland,IRL,2021-02-26,8.63
Ireland,IRL,2021-02-27,8.83
Ireland,IRL,2021-02-28,8.91
Ireland,IRL,2021-03-01,9.04
Ireland,IRL,2021-03-02,9.33
Ireland,IRL,2021-03-04,10
Ireland,IRL,2021-03-05,10.4
Ireland,IRL,2021-03-06,10.59
Ireland,IRL,2021-03-07,10.65
Ireland,IRL,2021-03-08,10.87
Ireland,IRL,2021-03-09,11.2
Ireland,IRL,2021-03-10,11.55
Ireland,IRL,2021-03-11,11.94
Ireland,IRL,2021-03-12,12.29
Ireland,IRL,2021-03-13,12.47
Ireland,IRL,2021-03-14,12.5
Ireland,IRL,2021-03-15,12.57
Ireland,IRL,2021-03-16,12.81
Ireland,IRL,2021-03-17,12.95
Ireland,IRL,2021-03-18,13.25
Ireland,IRL,2021-03-19,13.54
Ireland,IRL,2021-03-20,13.69
Ireland,IRL,2021-03-21,13.77
Ireland,IRL,2021-03-22,13.98
Ireland,IRL,2021-03-23,14.37
Ireland,IRL,2021-03-24,14.84
Ireland,IRL,2021-03-25,15.39
Ireland,IRL,2021-03-26,15.93
Ireland,IRL,2021-03-27,16.25
Ireland,IRL,2021-03-28,16.33
Ireland,IRL,2021-03-29,16.6
Ireland,IRL,2021-03-30,17.02
Ireland,IRL,2021-03-31,17.53
Ireland,IRL,2021-04-01,18.09
Ireland,IRL,2021-04-02,18.71
Ireland,IRL,2021-04-03,18.88
Ireland,IRL,2021-04-05,19.05
Ireland,IRL,2021-04-06,19.48
Ireland,IRL,2021-04-07,20.62
Isle of Man,IMN,2021-01-21,4.18
Isle of Man,IMN,2021-01-22,4.29
Isle of Man,IMN,2021-01-25,4.95
Isle of Man,IMN,2021-01-26,5.75
Isle of Man,IMN,2021-01-27,6.57
Isle of Man,IMN,2021-01-28,7.39
Isle of Man,IMN,2021-01-29,8.07
Isle of Man,IMN,2021-02-02,9.76
Isle of Man,IMN,2021-02-03,11.25
Isle of Man,IMN,2021-02-04,12.01
Isle of Man,IMN,2021-02-05,12.02
Isle of Man,IMN,2021-02-06,12.76
Isle of Man,IMN,2021-02-07,13.23
Isle of Man,IMN,2021-02-08,13.71
Isle of Man,IMN,2021-02-09,14.14
Isle of Man,IMN,2021-02-10,14.63
Isle of Man,IMN,2021-02-11,15.07
Isle of Man,IMN,2021-02-12,15.07
Isle of Man,IMN,2021-02-13,15.87
Isle of Man,IMN,2021-02-14,16.15
Isle of Man,IMN,2021-02-16,16.78
Isle of Man,IMN,2021-02-17,17.41
Isle of Man,IMN,2021-02-18,17.99
Isle of Man,IMN,2021-02-19,20.17
Isle of Man,IMN,2021-02-20,20.2
Isle of Man,IMN,2021-02-21,20.58
Isle of Man,IMN,2021-02-22,20.94
Isle of Man,IMN,2021-02-23,21.22
Isle of Man,IMN,2021-02-24,21.55
Isle of Man,IMN,2021-02-25,22.1
Isle of Man,IMN,2021-02-26,23.38
Isle of Man,IMN,2021-02-27,24.5
Isle of Man,IMN,2021-02-28,25.23
Isle of Man,IMN,2021-03-01,25.87
Isle of Man,IMN,2021-03-02,26.8
Isle of Man,IMN,2021-03-03,27.55
Isle of Man,IMN,2021-03-04,27.56
Isle of Man,IMN,2021-03-05,28.09
Isle of Man,IMN,2021-03-06,28.59
Isle of Man,IMN,2021-03-07,29.16
Isle of Man,IMN,2021-03-08,29.5
Isle of Man,IMN,2021-03-09,30.78
Isle of Man,IMN,2021-03-10,32.14
Isle of Man,IMN,2021-03-11,33.44
Isle of Man,IMN,2021-03-12,35.04
Isle of Man,IMN,2021-03-13,36.49
Isle of Man,IMN,2021-03-14,37.66
Isle of Man,IMN,2021-03-15,38.51
Isle of Man,IMN,2021-03-16,39.2
Isle of Man,IMN,2021-03-18,39.2
Isle of Man,IMN,2021-03-27,55.62
Isle of Man,IMN,2021-03-30,58.55
Isle of Man,IMN,2021-03-31,59.3
Isle of Man,IMN,2021-04-01,60.69
Isle of Man,IMN,2021-04-02,62.13
Isle of Man,IMN,2021-04-03,63.59
Isle of Man,IMN,2021-04-04,64.07
Isle of Man,IMN,2021-04-05,64.59
Isle of Man,IMN,2021-04-06,65.9
Isle of Man,IMN,2021-04-07,67.31
Isle of Man,IMN,2021-04-08,68.79
Isle of Man,IMN,2021-04-09,70.28
Isle of Man,IMN,2021-04-10,71.61
Israel,ISR,2020-12-19,0
Israel,ISR,2020-12-20,0.09
Israel,ISR,2020-12-21,0.37
Israel,ISR,2020-12-22,0.89
Israel,ISR,2020-12-23,1.61
Israel,ISR,2020-12-24,2.46
Israel,ISR,2020-12-25,2.91
Israel,ISR,2020-12-26,3.28
Israel,ISR,2020-12-27,4.49
Israel,ISR,2020-12-28,6.04
Israel,ISR,2020-12-29,7.84
Israel,ISR,2020-12-30,9.61
Israel,ISR,2020-12-31,11.43
Israel,ISR,2021-01-01,12.25
Israel,ISR,2021-01-02,13.08
Israel,ISR,2021-01-03,14.8
Israel,ISR,2021-01-04,16.56
Israel,ISR,2021-01-05,18
Israel,ISR,2021-01-06,19.19
Israel,ISR,2021-01-07,20.52
Israel,ISR,2021-01-08,21.29
Israel,ISR,2021-01-09,21.8
Israel,ISR,2021-01-10,22.3
Israel,ISR,2021-01-11,22.77
Israel,ISR,2021-01-12,23.45
Israel,ISR,2021-01-13,24.71
Israel,ISR,2021-01-14,26.15
Israel,ISR,2021-01-15,26.92
Israel,ISR,2021-01-16,27.56
Israel,ISR,2021-01-17,29.32
Israel,ISR,2021-01-18,31.51
Israel,ISR,2021-01-19,33.94
Israel,ISR,2021-01-20,36.48
Israel,ISR,2021-01-21,39.18
Israel,ISR,2021-01-22,40.43
Israel,ISR,2021-01-23,41.51
Israel,ISR,2021-01-24,43.92
Israel,ISR,2021-01-25,46.46
Israel,ISR,2021-01-26,48.83
Israel,ISR,2021-01-27,51.16
Israel,ISR,2021-01-28,53.59
Israel,ISR,2021-01-29,54.75
Israel,ISR,2021-01-30,55.64
Israel,ISR,2021-01-31,57.17
Israel,ISR,2021-02-01,58.53
Israel,ISR,2021-02-02,59.69
Israel,ISR,2021-02-03,60.98
Israel,ISR,2021-02-04,62.48
Israel,ISR,2021-02-05,63.2
Israel,ISR,2021-02-06,63.71
Israel,ISR,2021-02-07,65.12
Israel,ISR,2021-02-08,66.55
Israel,ISR,2021-02-09,68.09
Israel,ISR,2021-02-10,69.73
Israel,ISR,2021-02-11,71.49
Israel,ISR,2021-02-12,72.37
Israel,ISR,2021-02-13,73.04
Israel,ISR,2021-02-14,74.7
Israel,ISR,2021-02-15,76.51
Israel,ISR,2021-02-16,78.37
Israel,ISR,2021-02-17,79.95
Israel,ISR,2021-02-18,81.67
Israel,ISR,2021-02-19,82.56
Israel,ISR,2021-02-20,83.26
Israel,ISR,2021-02-21,85.08
Israel,ISR,2021-02-22,86.99
Israel,ISR,2021-02-23,88.69
Israel,ISR,2021-02-24,90.12
Israel,ISR,2021-02-25,91.46
Israel,ISR,2021-02-26,92.12
Israel,ISR,2021-02-27,92.58
Israel,ISR,2021-02-28,93.68
Israel,ISR,2021-03-01,94.92
Israel,ISR,2021-03-02,96.14
Israel,ISR,2021-03-03,97.39
Israel,ISR,2021-03-04,98.75
Israel,ISR,2021-03-05,99.42
Israel,ISR,2021-03-06,99.83
Israel,ISR,2021-03-07,101.03
Israel,ISR,2021-03-08,102.19
Israel,ISR,2021-03-09,103.38
Israel,ISR,2021-03-10,104.32
Israel,ISR,2021-03-11,105.38
Israel,ISR,2021-03-12,105.99
Israel,ISR,2021-03-13,106.37
Israel,ISR,2021-03-14,107.46
Israel,ISR,2021-03-15,108.59
Israel,ISR,2021-03-16,109.63
Israel,ISR,2021-03-17,110.51
Israel,ISR,2021-03-18,111.37
Israel,ISR,2021-03-19,111.77
Israel,ISR,2021-03-20,112
Israel,ISR,2021-03-21,112.62
Israel,ISR,2021-03-22,113.23
Israel,ISR,2021-03-23,113.35
Israel,ISR,2021-03-24,114
Israel,ISR,2021-03-25,114.52
Israel,ISR,2021-03-26,114.72
Israel,ISR,2021-03-27,114.79
Israel,ISR,2021-03-28,114.86
Israel,ISR,2021-03-29,115.29
Israel,ISR,2021-03-30,115.64
Israel,ISR,2021-03-31,115.95
Israel,ISR,2021-04-01,116.26
Israel,ISR,2021-04-02,116.38
Israel,ISR,2021-04-03,116.43
Israel,ISR,2021-04-04,116.83
Israel,ISR,2021-04-05,117.18
Israel,ISR,2021-04-06,117.47
Israel,ISR,2021-04-07,117.74
Israel,ISR,2021-04-08,118.04
Israel,ISR,2021-04-09,118.15
Israel,ISR,2021-04-10,118.21
Italy,ITA,2020-12-27,0.01
Italy,ITA,2020-12-28,0.01
Italy,ITA,2020-12-29,0.02
Italy,ITA,2020-12-30,0.02
Italy,ITA,2020-12-31,0.07
Italy,ITA,2021-01-01,0.08
Italy,ITA,2021-01-02,0.15
Italy,ITA,2021-01-03,0.21
Italy,ITA,2021-01-04,0.32
Italy,ITA,2021-01-05,0.45
Italy,ITA,2021-01-06,0.56
Italy,ITA,2021-01-07,0.71
Italy,ITA,2021-01-08,0.87
Italy,ITA,2021-01-09,1.01
Italy,ITA,2021-01-10,1.11
Italy,ITA,2021-01-11,1.25
Italy,ITA,2021-01-12,1.38
Italy,ITA,2021-01-13,1.54
Italy,ITA,2021-01-14,1.69
Italy,ITA,2021-01-15,1.84
Italy,ITA,2021-01-16,1.95
Italy,ITA,2021-01-17,2.01
Italy,ITA,2021-01-18,2.08
Italy,ITA,2021-01-19,2.13
Italy,ITA,2021-01-20,2.18
Italy,ITA,2021-01-21,2.24
Italy,ITA,2021-01-22,2.28
Italy,ITA,2021-01-23,2.35
Italy,ITA,2021-01-24,2.4
Italy,ITA,2021-01-25,2.52
Italy,ITA,2021-01-26,2.65
Italy,ITA,2021-01-27,2.77
Italy,ITA,2021-01-28,2.92
Italy,ITA,2021-01-29,3.08
Italy,ITA,2021-01-30,3.23
Italy,ITA,2021-01-31,3.33
Italy,ITA,2021-02-01,3.47
Italy,ITA,2021-02-02,3.61
Italy,ITA,2021-02-03,3.78
Italy,ITA,2021-02-04,3.95
Italy,ITA,2021-02-05,4.13
Italy,ITA,2021-02-06,4.26
Italy,ITA,2021-02-07,4.33
Italy,ITA,2021-02-08,4.43
Italy,ITA,2021-02-09,4.54
Italy,ITA,2021-02-10,4.66
Italy,ITA,2021-02-11,4.79
Italy,ITA,2021-02-12,4.91
Italy,ITA,2021-02-13,4.99
Italy,ITA,2021-02-14,5.04
Italy,ITA,2021-02-15,5.14
Italy,ITA,2021-02-16,5.26
Italy,ITA,2021-02-17,5.39
Italy,ITA,2021-02-18,5.54
Italy,ITA,2021-02-19,5.69
Italy,ITA,2021-02-20,5.82
Italy,ITA,2021-02-21,5.9
Italy,ITA,2021-02-22,6.08
Italy,ITA,2021-02-23,6.25
Italy,ITA,2021-02-24,6.46
Italy,ITA,2021-02-25,6.67
Italy,ITA,2021-02-26,6.89
Italy,ITA,2021-02-27,7.1
Italy,ITA,2021-02-28,7.23
Italy,ITA,2021-03-01,7.45
Italy,ITA,2021-03-02,7.72
Italy,ITA,2021-03-03,8.02
Italy,ITA,2021-03-04,8.34
Italy,ITA,2021-03-05,8.68
Italy,ITA,2021-03-06,8.97
Italy,ITA,2021-03-07,9.14
